Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Start date,End date,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga,Genre_1,Genre_2,Genre_3
Tate no Yuusha no Nariagari,"Action,Adventure,Drama,Fantasy",536,74,8.02,25,24 min. per ep.,TV ,Jan 2019 , Jun 2019,1604968,7.95,850.0,349.0,46157.0,Unknown,"Aug  22, 2013 to ?",[],,"Aneko, Yusagi (Story), Minami, Seira (Art)",True,Action,Adventure,Drama
Akatsuki no Yona,"Action,Adventure,Comedy,Fantasy,Romance",518,195,8.03,24,24 min. per ep.,TV ,Oct 2014 , Mar 2015,862406,8.82,29.0,82.0,132140.0,Unknown,"Aug  5, 2009 to ?",['Shoujo'],Hana to Yume,"Kusanagi, Mizuho (Story & Art)",True,Action,Adventure,Comedy
Eve no Jikan,"Sci-Fi,Slice of Life",512,1128,8.04,6,18 min. per ep.,ONA ,Aug 2008 , Sep 2009,186851,7.27,5020.0,7928.0,2266.0,29,"Feb  19, 2010 to Mar  2, 2012",['Seinen'],Young Gangan,"Yoshiura, Yasuhiro (Story), Oota, Yuuki (Art)",True,Sci-Fi,Slice of Life,
Summer Wars,"Comedy,Sci-Fi",503,372,8.05,1,1 hr. 54 min.,Movie ,Aug 2009 , Aug 2009,523383,7.65,1959.0,2317.0,8425.0,13,"Jul  4, 2009 to May  1, 2010",['Seinen'],Young Ace,"Sugimoto, Iqura (Art), Hosoda, Mamoru (Story)",True,Comedy,Sci-Fi,
Juuni Kokuki,"Action,Adventure,Fantasy,Supernatural",514,1405,8.04,45,25 min. per ep.,TV ,Apr 2002 , Aug 2003,154680,8.41,203.0,2100.0,9196.0,Unknown,"Jun  20, 1992 to ?",[],,"Ono, Fuyumi (Story), Yamada, Akihiro (Art)",True,Action,Adventure,Fantasy
Dorohedoro,"Action,Comedy,Fantasy,Horror",479,417,8.07,12,23 min. per ep.,TV ,Jan 2020 , Mar 2020,556321,8.68,57.0,51.0,169360.0,190,"Nov  30, 2000 to Sep  12, 2018",['Seinen'],Gessan,"Hayashida, Q (Story & Art)",True,Action,Comedy,Fantasy
Shijou Saikyou no Deshi Kenichi,"Action,Comedy",488,706,8.07,50,25 min. per ep.,TV ,Oct 2006 , Sep 2007,305169,8.09,594.0,217.0,68873.0,584,"Aug  9, 2002 to Sep  17, 2014",['Shounen'],Shounen Sunday,"Matsuena, Syun (Story & Art)",True,Action,Comedy,
Gosick,"Drama,Mystery,Romance",483,362,8.07,24,24 min. per ep.,TV ,Jan 2011 , Jul 2011,555906,8.07,622.0,3033.0,6577.0,Unknown,"Dec  10, 2003 to Jul  23, 2011",['Shounen'],,"Sakuraba, Kazuki (Story), Takeda, Hinata (Art)",True,Drama,Mystery,Romance
Kamisama Hajimemashita,"Comedy,Fantasy,Romance,Supernatural",473,311,8.08,13,24 min. per ep.,TV ,Oct 2012 , Dec 2012,663327,8.54,115.0,159.0,87566.0,154,"Feb  20, 2008 to May  20, 2016",['Shoujo'],Hana to Yume,"Suzuki, Julietta (Story & Art)",True,Comedy,Fantasy,Romance
Hikaru no Go,"Comedy,Supernatural",471,1451,8.08,75,23 min. per ep.,TV ,Oct 2001 , Mar 2003,139976,8.12,530.0,357.0,45524.0,198,"Dec  8, 1998 to Jul  14, 2003",['Shounen'],Shounen Jump (Weekly),"Obata, Takeshi (Art), Hotta, Yumi (Story)",True,Comedy,Supernatural,
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,"Action,Mystery,Sci-Fi",474,3082,8.08,1,2 hr. 40 min.,OVA ,Sep 2005 , Sep 2005,41084,7.09,7297.0,16023.0,851.0,Unknown,"Dec  4, 2013 to Sep  14, 2016",[],Manga Box,"Kinutani, Yuu (Story & Art)",True,Action,Mystery,Sci-Fi
Skip Beat!,"Comedy,Drama,Romance",459,791,8.09,25,24 min. per ep.,TV ,Oct 2008 , Mar 2009,271854,8.56,105.0,151.0,90515.0,Unknown,"Feb  15, 2002 to ?",['Shoujo'],Hana to Yume,"Nakamura, Yoshiki (Story & Art)",True,Comedy,Drama,Romance
Mahoutsukai no Yome,"Fantasy,Slice of Life",486,177,8.07,24,24 min. per ep.,TV ,Oct 2017 , Mar 2018,938461,8.34,259.0,152.0,90474.0,Unknown,"Nov  30, 2013 to ?",['Shounen'],Comic Garden,"Yamazaki, Kore (Story & Art)",True,Fantasy,Slice of Life,
Ansatsu Kyoushitsu,"Action,Comedy",440,35,8.1,22,23 min. per ep.,TV ,Jan 2015 , Jun 2015,2036064,8.26,345.0,69.0,153667.0,187,"Jul  2, 2012 to Apr  25, 2016",['Shounen'],Shounen Jump (Weekly),"Matsui, Yuusei (Story & Art)",True,Action,Comedy,
No Game No Life,"Comedy,Fantasy,Ecchi",429,15,8.11,12,23 min. per ep.,TV ,Apr 2014 , Jun 2014,2410956,8.45,177.0,262.0,59231.0,Unknown,"Apr  25, 2012 to ?",[],,"Kamiya, Yuu (Story & Art)",True,Comedy,Fantasy,Ecchi
Gin no Saji,"Comedy,Slice of Life",453,737,8.09,11,23 min. per ep.,TV ,Jul 2013 , Sep 2013,296160,8.33,274.0,405.0,40649.0,131,"Apr  6, 2011 to Nov  27, 2019",['Shounen'],Shounen Sunday,"Arakawa, Hiromu (Story & Art)",True,Comedy,Slice of Life,
Toradora!,"Drama,Romance",435,18,8.11,25,24 min. per ep.,TV ,Oct 2008 , Mar 2009,2219493,8.24,370.0,646.0,26776.0,62,"Mar  10, 2006 to Mar  10, 2009",[],,"Takemiya, Yuyuko (Story), Yasu (Art)",True,Drama,Romance,
Fullmetal Alchemist,"Action,Adventure,Drama,Fantasy",416,70,8.12,51,24 min. per ep.,TV ,Oct 2003 , Oct 2004,1479242,9.03,8.0,20.0,289528.0,116,"Jul  12, 2001 to Sep  11, 2010",['Shounen'],Shounen Gangan,"Arakawa, Hiromu (Story & Art)",True,Action,Adventure,Drama
Kono Subarashii Sekai ni Shukufuku wo!,"Adventure,Comedy,Fantasy",418,37,8.12,10,23 min. per ep.,TV ,Jan 2016 , Mar 2016,1982429,8.62,81.0,303.0,52016.0,127,"Oct  1, 2013 to May  1, 2020",[],,"Mishima, Kurone (Art), Akatsuki, Natsume (Story)",True,Adventure,Comedy,Fantasy
Durarara!!,"Action,Mystery,Supernatural",415,78,8.12,24,24 min. per ep.,TV ,Jan 2010 , Jun 2010,1414692,8.33,273.0,650.0,26640.0,89,"Apr  10, 2004 to Jan  10, 2014",[],,"Narita, Ryohgo (Story), Yasuda, Suzuhito (Art)",True,Action,Mystery,Supernatural
Black Clover,"Action,Comedy,Fantasy",410,73,8.12,170,23 min. per ep.,TV ,Oct 2017 , Mar 2021,1687488,7.86,1075.0,33.0,213243.0,Unknown,"Feb  16, 2015 to ?",['Shounen'],Shounen Jump (Weekly),"Tabata, Yuuki (Story & Art)",True,Action,Comedy,Fantasy
Kuragehime,"Comedy,Slice of Life",420,919,8.12,11,22 min. per ep.,TV ,Oct 2010 , Dec 2010,241619,8.25,355.0,404.0,40746.0,93,"Oct  25, 2008 to Aug  25, 2017",['Josei'],Kiss,"Higashimura, Akiko (Story & Art)",True,Comedy,Slice of Life,
Tensei shitara Slime Datta Ken,"Action,Adventure,Comedy,Fantasy",405,89,8.13,24,23 min. per ep.,TV ,Oct 2018 , Mar 2019,1463626,8.5,141.0,441.0,37902.0,Unknown,"May  30, 2014 to ?",[],,"Mitz Vah (Art), Fuse (Story)",True,Action,Adventure,Comedy
Toki wo Kakeru Shoujo,"Drama,Romance,Sci-Fi",386,214,8.14,1,1 hr. 39 min.,Movie ,Jul 2006 , Jul 2006,796663,7.09,7347.0,5842.0,3235.0,8,"May  15, 2003 to May  17, 2004",['Seinen'],Ace Tokunou,"Tsutsui, Yasutaka (Story), Tsugano, Gaku (Art)",True,Drama,Romance,Sci-Fi
Yuukoku no Moriarty,"Mystery,Suspense",388,598,8.14,11,23 min. per ep.,TV ,Oct 2020 , Dec 2020,435087,8.46,168.0,494.0,34127.0,Unknown,"Aug  4, 2016 to ?",['Shounen'],Jump SQ.,"Takeuchi, Ryousuke (Story), Miyoshi, Hikaru (Art)",True,Mystery,Suspense,
Seirei no Moribito,"Action,Adventure,Fantasy",384,972,8.15,26,25 min. per ep.,TV ,Apr 2007 , Sep 2007,220267,7.21,5817.0,8398.0,2108.0,16,"Mar  12, 2007 to Jul  11, 2008",['Shounen'],Shounen Gangan,"Fujiwara, Kamui (Story & Art), Uehashi, Nahoko (Story)",True,Action,Adventure,Fantasy
Gankutsuou,"Drama,Mystery,Sci-Fi,Supernatural,Suspense",377,864,8.15,24,24 min. per ep.,TV ,Oct 2004 , Mar 2005,252030,6.93,9618.0,7560.0,2401.0,17,"Mar  25, 2005 to Mar  25, 2008",['Seinen'],Afternoon,"Gonzo (Story), Maeda, Mahiro (Story & Art), Dumas, Alexandre (Story), Ariwara, Yura (Story)",True,Drama,Mystery,Sci-Fi
Cardcaptor Sakura,"Adventure,Comedy,Drama,Fantasy,Romance",374,468,8.15,70,25 min. per ep.,TV ,Apr 1998 , Mar 2000,441907,8.37,237.0,246.0,62635.0,50,"May  2, 1996 to Jul  3, 2000",['Shoujo'],Nakayoshi,CLAMP (Story & Art),True,Adventure,Comedy,Drama
Akira,"Action,Adventure,Horror,Sci-Fi,Supernatural",366,212,8.16,1,2 hr. 4 min.,Movie ,Jul 1988 , Jul 1988,861608,8.68,56.0,89.0,129171.0,120,"Dec  6, 1982 to Jun  11, 1990",['Seinen'],Young Magazine (Weekly),"Otomo, Katsuhiro (Story & Art)",True,Action,Adventure,Horror
Ouran Koukou Host Club,"Comedy,Romance",363,117,8.16,26,23 min. per ep.,TV ,Apr 2006 , Sep 2006,1133797,8.5,140.0,92.0,125957.0,87,"Jul  24, 2002 to Sep  24, 2010",['Shoujo'],LaLa,"Hatori, Bisco (Story & Art)",True,Comedy,Romance,
Shoujo Shuumatsu Ryokou,"Adventure,Mystery,Sci-Fi,Slice of Life",346,679,8.19,12,23 min. per ep.,TV ,Oct 2017 , Dec 2017,349585,8.71,48.0,231.0,65569.0,47,"Feb  21, 2014 to Jan  12, 2018",[],Kurage Bunch,Tsukumizu (Story & Art),True,Adventure,Mystery,Sci-Fi
Chihayafuru,"Drama,Slice of Life,Sports",331,437,8.2,25,22 min. per ep.,TV ,Oct 2011 , Mar 2012,465415,8.57,100.0,364.0,44808.0,252,"Dec  28, 2007 to Aug  1, 2022",['Josei'],Be-Love,"Suetsugu, Yuki (Story & Art)",True,Drama,Slice of Life,Sports
Bakuman.,"Comedy,Drama,Romance",328,308,8.2,25,24 min. per ep.,TV ,Oct 2010 , Apr 2011,625188,8.38,225.0,48.0,172128.0,176,"Aug  11, 2008 to Apr  23, 2012",['Shounen'],Shounen Jump (Weekly),"Obata, Takeshi (Art), Ohba, Tsugumi (Story)",True,Comedy,Drama,Romance
Fate/stay night: Unlimited Blade Works,"Action,Fantasy,Supernatural",337,126,8.19,12,28 min. per ep.,TV ,Oct 2014 , Dec 2014,1078746,7.51,2848.0,13453.0,1113.0,Unknown,"Dec  25, 2021 to ?",[],Dengeki Daioh,"Moriyama, Daisuke (Art), Type-Moon (Story)",True,Action,Fantasy,Supernatural
Maison Ikkoku,"Comedy,Drama,Romance,Slice of Life",324,2346,8.2,96,25 min. per ep.,TV ,Mar 1986 , Mar 1988,74299,8.16,471.0,1040.0,17333.0,162,"Oct  14, 1980 to Apr  6, 1987",['Seinen'],Big Comic Spirits,"Takahashi, Rumiko (Story & Art)",True,Comedy,Drama,Romance
Ballroom e Youkoso,"Comedy,Drama,Romance,Sports",336,669,8.19,24,24 min. per ep.,TV ,Jul 2017 , Dec 2017,338626,8.36,242.0,422.0,39130.0,Unknown,"Nov  5, 2011 to ?",['Shounen'],Shounen Magazine (Monthly),"Takeuchi, Tomo (Story & Art)",True,Comedy,Drama,Romance
Horimiya,"Comedy,Romance,Slice of Life",314,115,8.21,13,23 min. per ep.,TV ,Jan 2021 , Apr 2021,1402718,8.43,191.0,16.0,331533.0,139,"Oct  18, 2011 to Mar  18, 2021",['Shounen'],GFantasy,"Hagiwara, Daisuke (Art), HERO (Story)",True,Comedy,Romance,Slice of Life
Trigun,"Action,Adventure,Comedy,Drama,Sci-Fi",305,240,8.22,26,24 min. per ep.,TV ,Apr 1998 , Sep 1998,769979,7.72,1601.0,454.0,36930.0,22,"Apr  22, 1995 to Jan  22, 1997",['Shounen'],Shounen Captain,"Nightow, Yasuhiro (Story & Art)",True,Action,Adventure,Comedy
Mimi wo Sumaseba,"Drama,Romance,Slice of Life",302,645,8.22,1,1 hr. 51 min.,Movie ,Jul 1995 , Jul 1995,368915,7.33,4444.0,7481.0,2434.0,4,"Jul  3, 1989 to Oct  3, 1989",['Shoujo'],Ribon Magazine,"Hiiragi, Aoi (Story & Art)",True,Drama,Romance,Slice of Life
Dororo,"Action,Adventure,Supernatural",289,119,8.23,24,24 min. per ep.,TV ,Jan 2019 , Jun 2019,1239456,7.3,4709.0,1123.0,16071.0,19,"Aug  9, 1967 to Jul  3, 1968",['Shounen'],Shounen Sunday,"Tezuka, Osamu (Story & Art)",True,Action,Adventure,Supernatural
86,"Action,Drama,Sci-Fi",287,345,8.24,11,23 min. per ep.,TV ,Apr 2021 , Jun 2021,791363,8.81,33.0,432.0,38399.0,Unknown,"Feb  10, 2017 to ?",[],,"Shirabi (Art), Asato, Asato (Story)",True,Action,Drama,Sci-Fi
Re:Zero kara Hajimeru Isekai Seikatsu,"Drama,Fantasy,Suspense",275,23,8.25,25,25 min. per ep.,TV ,Apr 2016 , Sep 2016,2213866,8.79,35.0,221.0,67351.0,Unknown,"Jan  23, 2014 to ?",[],,"Nagatsuki, Tappei (Story), Ootsuka, Shinichirou (Art)",True,Drama,Fantasy,Suspense
Great Pretender,"Action,Adventure,Comedy,Mystery",268,340,8.26,23,23 min. per ep.,TV ,Jul 2020 , Dec 2020,671969,7.3,4767.0,6688.0,2787.0,3,"Jun  10, 2020 to Aug  20, 2020",[],MAGCOMI,"Kaburagi, Hiro (Story), Kosawa, Ryouta (Story), Marui, Daichi (Art)",True,Action,Adventure,Comedy
Planetes,"Drama,Romance,Sci-Fi",262,866,8.27,26,25 min. per ep.,TV ,Oct 2003 , Apr 2004,256300,8.27,337.0,295.0,53195.0,27,"Jan  14, 1999 to Jan  8, 2004",['Seinen'],Morning,"Yukimura, Makoto (Story & Art)",True,Drama,Romance,Sci-Fi
Tenkuu no Shiro Laputa,"Adventure,Fantasy,Romance,Sci-Fi",263,432,8.27,1,2 hr. 4 min.,Movie ,Aug 1986 , Aug 1986,494090,7.62,2141.0,16428.0,817.0,Unknown,"May  31, 1985 to Jul  31, 1986",[],,"Miyazaki, Hayao (Art), Kameoka, Osamu (Story)",True,Adventure,Fantasy,Romance
Ookami to Koushinryou,"Adventure,Fantasy,Romance",282,197,8.24,13,24 min. per ep.,TV ,Jan 2008 , Mar 2008,825330,8.82,31.0,244.0,62836.0,Unknown,"Feb  10, 2006 to ?",[],,"Hasekura, Isuna (Story), Ayakura, Juu (Art)",True,Adventure,Fantasy,Romance
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,"Comedy,Drama,Romance,Supernatural",252,57,8.28,13,24 min. per ep.,TV ,Oct 2018 , Dec 2018,1755327,7.88,1028.0,703.0,24798.0,20,"Nov  30, 2015 to Aug  30, 2018",[],Dengeki G's Comic,"Kamoshida, Hajime (Story), Nanamiya, Tsugumi (Art)",True,Comedy,Drama,Romance
Sasaki to Miyano,"Boys Love,Slice of Life",251,1544,8.28,12,23 min. per ep.,TV ,Jan 2022 , Mar 2022,199558,8.53,122.0,499.0,33894.0,Unknown,"Feb  26, 2016 to ?",[],Gene pixiv,"Harusono, Shou (Story & Art)",True,Boys Love,Slice of Life,
Summertime Render,"Mystery,Supernatural,Suspense",218,1325,8.32,25,23 min. per ep.,TV ,Apr 2022 , Sep 2022,541464,8.22,390.0,344.0,46486.0,139,"Oct  23, 2017 to Feb  1, 2021",['Shounen'],Shounen Jump+,"Tanaka, Yasunori (Story & Art)",True,Mystery,Supernatural,Suspense
Bakemono no Ko,"Adventure,Supernatural",255,490,8.28,1,1 hr. 59 min.,Movie ,Jul 2015 , Jul 2015,427955,7.63,2048.0,11631.0,1365.0,12,"Jul  1, 2015",[],,"Hosoda, Mamoru (Story), Hirasawa, Geko (Art)",True,Adventure,Supernatural,
Sakamichi no Apollon,"Drama,Romance",217,542,8.32,12,22 min. per ep.,TV ,Apr 2012 , Jun 2012,388967,8.52,129.0,577.0,29512.0,45,"Sep  28, 2007 to Jan  28, 2012",['Josei'],Flowers (Monthly),"Kodama, Yuki (Story & Art)",True,Drama,Romance,
NHK ni Youkoso!,"Comedy,Drama,Romance",216,245,8.32,24,24 min. per ep.,TV ,Jul 2006 , Dec 2006,752658,8.3,293.0,4325.0,4503.0,12,"Jan  28, 2002",[],,"Takimoto, Tatsuhiko (Story)",True,Comedy,Drama,Romance
Tenki no Ko,"Drama,Fantasy,Romance,Slice of Life",219,171,8.32,1,1 hr. 52 min.,Movie ,Jul 2019 , Jul 2019,1012751,7.73,1575.0,2649.0,7496.0,15,"Jul  25, 2019 to Aug  25, 2020",['Seinen'],Afternoon,"Shinkai, Makoto (Story), Kubota, Wataru (Art)",True,Drama,Fantasy,Romance
Versailles no Bara,"Drama,Romance",213,1967,8.33,40,24 min. per ep.,TV ,Oct 1979 , Sep 1980,100057,8.34,263.0,1077.0,16766.0,82,1972 to  1973,['Shoujo'],Margaret,"Ikeda, Riyoko (Story & Art)",True,Drama,Romance,
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama,Slice of Life,Supernatural",207,56,8.33,11,22 min. per ep.,TV ,Apr 2011 , Jun 2011,1616120,8.17,447.0,1216.0,15179.0,13,"Apr  4, 2012 to Apr  4, 2013",['Shounen'],Jump SQ.,"Izumi, Mitsu (Art)",True,Drama,Slice of Life,Supernatural
Bakemonogatari,"Mystery,Romance,Supernatural",204,79,8.34,15,25 min. per ep.,TV ,Jul 2009 , Jun 2010,1408208,8.51,135.0,465.0,35957.0,Unknown,"Mar  14, 2018 to Mar  15, 2023",['Shounen'],Shounen Magazine (Weekly),"Oh! Great (Art), NISIO, ISIN (Story)",True,Mystery,Romance,Supernatural
Katanagatari,"Action,Adventure,Romance",208,349,8.33,12,50 min. per ep.,TV ,Jan 2010 , Dec 2010,565434,8.53,120.0,2663.0,7460.0,55,"Jan  9, 2007 to Dec  4, 2007",[],,"NISIO, ISIN (Story), Take (Art)",True,Action,Adventure,Romance
Natsume Yuujinchou,"Drama,Slice of Life,Supernatural",214,371,8.32,13,24 min. per ep.,TV ,Jul 2008 , Sep 2008,544732,8.66,66.0,377.0,43290.0,Unknown,"Jun  10, 2003 to ?",['Shoujo'],LaLa,"Midorikawa, Yuki (Story & Art)",True,Drama,Slice of Life,Supernatural
Yuru Camp△,"Comedy,Slice of Life",264,441,8.27,12,23 min. per ep.,TV ,Jan 2018 , Mar 2018,497920,8.39,217.0,998.0,17768.0,Unknown,"May  23, 2015 to ?",[],Manga Time Kirara Forward,Afro (Story & Art),True,Comedy,Slice of Life,
Fumetsu no Anata e,"Adventure,Drama,Supernatural",174,232,8.39,20,25 min. per ep.,TV ,Apr 2021 , Aug 2021,879906,8.32,277.0,131.0,100952.0,Unknown,"Nov  9, 2016 to ?",['Shounen'],Shounen Magazine (Weekly),"Ooima, Yoshitoki (Story & Art)",True,Adventure,Drama,Supernatural
3-gatsu no Lion,"Drama,Slice of Life",172,276,8.39,22,25 min. per ep.,TV ,Oct 2016 , Mar 2017,683773,8.88,22.0,228.0,65925.0,Unknown,"Jul  13, 2007 to ?",['Seinen'],Young Animal,"Umino, Chica (Story & Art)",True,Drama,Slice of Life,
Sono Bisque Doll wa Koi wo Suru,"Romance,Slice of Life",170,242,8.39,12,23 min. per ep.,TV ,Jan 2022 , Mar 2022,1078155,8.0,746.0,74.0,146111.0,Unknown,"Jan  19, 2018 to ?",['Seinen'],Young Gangan,"Fukuda, Shinichi (Story & Art)",True,Romance,Slice of Life,
Hunter x Hunter,"Action,Adventure,Fantasy",165,344,8.4,62,23 min. per ep.,TV ,Oct 1999 , Mar 2001,597191,8.74,43.0,23.0,265723.0,Unknown,"Mar  3, 1998 to ?",['Shounen'],Shounen Jump (Weekly),"Togashi, Yoshihiro (Story & Art)",True,Action,Adventure,Fantasy
Baccano!,"Action,Comedy,Mystery,Supernatural",176,162,8.38,13,24 min. per ep.,TV ,Jul 2007 , Nov 2007,910840,8.52,127.0,914.0,19268.0,Unknown,"Feb  10, 2003 to Aug  10, 2016",[],,"Narita, Ryohgo (Story), Enami, Katsumi (Art)",True,Action,Comedy,Mystery
Kaze ga Tsuyoku Fuiteiru,"Drama,Sports",160,757,8.41,23,23 min. per ep.,TV ,Oct 2018 , Mar 2019,304128,7.29,4817.0,10793.0,1518.0,50,"2007 to Nov  17, 2009",['Seinen'],Young Jump (Monthly),"Unno, Sorata (Art), Miura, Shion (Story)",True,Drama,Sports,
JoJo no Kimyou na Bouken Part 6: Stone Ocean,"Action,Adventure",158,574,8.41,12,24 min. per ep.,ONA ,Dec 2021 , Dec 2021,512692,8.25,359.0,36.0,198917.0,158,"Dec  7, 1999 to Apr  8, 2003",['Shounen'],Shounen Jump (Weekly),"Araki, Hirohiko (Story & Art)",True,Action,Adventure,
Mushoku Tensei: Isekai Ittara Honki Dasu,"Drama,Fantasy,Ecchi",184,134,8.37,11,23 min. per ep.,TV ,Jan 2021 , Mar 2021,1346200,8.81,32.0,183.0,80812.0,330,"Jan  23, 2014 to Nov  25, 2022",[],,"Rifujin na Magonote (Story), Sirotaka (Art)",True,Drama,Fantasy,Ecchi
Cross Game,"Drama,Romance,Sports",162,1560,8.4,50,23 min. per ep.,TV ,Apr 2009 , Mar 2010,125458,8.48,154.0,851.0,20823.0,170,"Sep  2, 2005 to Feb  17, 2010",['Shounen'],Shounen Sunday,"Adachi, Mitsuru (Story & Art)",True,Drama,Romance,Sports
Yuu☆Yuu☆Hakusho,"Action,Comedy,Supernatural",141,283,8.45,112,24 min. per ep.,TV ,Oct 1992 , Jan 1995,696460,8.2,420.0,219.0,68529.0,176,"Nov  20, 1990 to Jul  12, 1994",['Shounen'],Shounen Jump (Weekly),"Togashi, Yoshihiro (Story & Art)",True,Action,Comedy,Supernatural
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,"Drama,Fantasy",155,522,8.41,1,1 hr. 55 min.,Movie ,Feb 2018 , Feb 2018,439094,7.58,2357.0,9299.0,1845.0,27,"Apr  22, 2018 to Jul  9, 2019",[],Cycomics,"Satou, Mito (Art)",True,Drama,Fantasy,
Vivy: Fluorite Eye's Song,"Action,Sci-Fi,Suspense",139,434,8.45,13,24 min. per ep.,TV ,Apr 2021 , Jun 2021,543767,7.94,881.0,6727.0,2768.0,23,"Apr  10, 2021 to Aug  10, 2023",[],MAGCOMI,"Yamataka, Morito (Art)",True,Action,Sci-Fi,Suspense
Mob Psycho 100,"Action,Comedy,Supernatural",124,36,8.48,12,24 min. per ep.,TV ,Jul 2016 , Sep 2016,2097080,8.61,87.0,109.0,113777.0,109,"Apr  18, 2012 to Dec  22, 2017",[],MangaONE,ONE (Story & Art),True,Action,Comedy,Supernatural
Josee to Tora to Sakana-tachi,"Drama,Romance,Slice of Life",133,673,8.46,1,1 hr. 38 min.,Movie ,Dec 2020 , Dec 2020,434913,8.04,669.0,3679.0,5404.0,11,"Jan  6, 2020 to Oct  6, 2020",[],Da Vinci,"Emoto, Nao (Art), Tanabe, Seiko (Story)",True,Drama,Romance,Slice of Life
Mo Dao Zu Shi,"Action,Adventure,Mystery,Supernatural",128,1010,8.47,15,25 min. per ep.,ONA ,Jul 2018 , Oct 2018,233411,8.59,95.0,3753.0,5292.0,27,"Dec  8, 2016",[],,Mo Xiang Tong Xiu (Story),True,Action,Adventure,Mystery
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Action,Adventure,Comedy,Drama,Supernatural",121,131,8.5,39,23 min. per ep.,TV ,Apr 2016 , Dec 2016,1136336,8.57,98.0,133.0,100814.0,174,"Apr  21, 1992 to Nov  21, 1995",['Shounen'],Shounen Jump (Weekly),"Araki, Hirohiko (Story & Art)",True,Action,Adventure,Comedy
Rainbow: Nisha Rokubou no Shichinin,"Drama,Suspense",122,519,8.49,26,22 min. per ep.,TV ,Apr 2010 , Sep 2010,398912,8.48,155.0,496.0,33990.0,235,"Nov  21, 2002 to Jan  4, 2010",['Seinen'],Young Sunday (Weekly),"Abe, George (Story), Kakizaki, Masasumi (Art)",True,Drama,Suspense,
Nana,"Drama,Romance,Slice of Life",113,327,8.51,47,23 min. per ep.,TV ,Apr 2006 , Mar 2007,680027,8.79,34.0,78.0,135897.0,84,"May  26, 2000 to May  26, 2009",['Shoujo'],Cookie,"Yazawa, Ai (Story & Art)",True,Drama,Romance,Slice of Life
Uchuu Kyoudai,"Comedy,Sci-Fi,Slice of Life",115,1099,8.51,99,24 min. per ep.,TV ,Apr 2012 , Mar 2014,196125,8.77,40.0,486.0,34407.0,Unknown,"Dec  6, 2007 to ?",['Seinen'],Morning,"Koyama, Chuuya (Story & Art)",True,Comedy,Sci-Fi,Slice of Life
Banana Fish,"Action,Adventure,Drama",111,222,8.51,24,22 min. per ep.,TV ,Jul 2018 , Dec 2018,873975,8.61,84.0,289.0,54795.0,110,"Apr  13, 1985 to Mar  12, 1994",['Shoujo'],Betsucomi,"Yoshida, Akimi (Story & Art)",True,Action,Adventure,Drama
Samurai Champloo,"Action,Adventure,Comedy",116,99,8.5,26,24 min. per ep.,TV ,May 2004 , Mar 2005,1249760,7.42,3514.0,1361.0,13939.0,10,"Jan  26, 2004 to Sep  25, 2004",['Shounen'],Shounen Ace,"Gotsubo, Masaru (Art)",True,Action,Adventure,Comedy
Steins;Gate 0,"Drama,Sci-Fi,Suspense",107,188,8.52,23,23 min. per ep.,TV ,Apr 2018 , Sep 2018,879014,8.22,404.0,4164.0,4740.0,41,"Jul  4, 2017 to Feb  4, 2020",['Seinen'],Young Ace,"Himeno, Taka (Art)",True,Drama,Sci-Fi,Suspense
Shingeki no Kyojin,"Action,Drama",104,1,8.53,25,24 min. per ep.,TV ,Apr 2013 , Sep 2013,3980987,8.55,112.0,2.0,646733.0,141,"Sep  9, 2009 to Apr  9, 2021",['Shounen'],Bessatsu Shounen Magazine,"Isayama, Hajime (Story & Art)",True,Action,Drama,
Kimetsu no Yaiba,"Action,Fantasy",91,9,8.55,26,23 min. per ep.,TV ,Apr 2019 , Sep 2019,3068804,8.21,405.0,10.0,428369.0,207,"Feb  15, 2016 to May  18, 2020",['Shounen'],Shounen Jump (Weekly),"Gotouge, Koyoharu (Story & Art)",True,Action,Fantasy,
Kimi no Suizou wo Tabetai,"Drama,Romance,Slice of Life",89,187,8.57,1,1 hr. 48 min.,Movie ,Sep 2018 , Sep 2018,979853,8.66,64.0,2880.0,6886.0,10,"Jun  17, 2015",[],,"Sumino, Yoru (Story)",True,Drama,Romance,Slice of Life
Yojouhan Shinwa Taikei,"Comedy,Mystery,Romance",84,472,8.58,11,23 min. per ep.,TV ,Apr 2010 , Jul 2010,455297,7.57,2440.0,17819.0,716.0,4,Dec  2004,[],,"Morimi, Tomihiko (Story)",True,Comedy,Mystery,Romance
Ookami Kodomo no Ame to Yuki,"Fantasy,Slice of Life",76,203,8.59,1,1 hr. 57 min.,Movie ,Jul 2012 , Jul 2012,819355,8.33,275.0,718.0,24176.0,16,"Apr  4, 2012 to Aug  3, 2013",['Seinen'],Young Ace,"Hosoda, Mamoru (Story), Yuu (Art)",True,Fantasy,Slice of Life,
